"KeyField","RecordID","MapLoc","PropertyName","LastUpdated","Action_taken","Notes","Notes2"
982,"SA0049","SA0049","Tungsten Hill Mine","2001-10-18 00:00:00","references updated","AML site inspection report added to references.",
983,"SA0047","SA0047","Bethlehem Mine","2001-10-18 00:00:00","references updated","AML site inspection report added to references.",
984,"SA0044","SA0044","American Girl Mine","2001-10-18 00:00:00","references updated","AML site inspection report added to references.",
985,"SA0043","SA043","Unnamed prospect","2001-10-18 00:00:00","references updated","AML site inspection report added to references.",
986,"SA0052","SA0052","Tilley Mine","2001-10-18 00:00:00","references updated","AML site inspection report added to references.",
987,"SA0051","SA0051","Queen Mine","2001-10-18 00:00:00","references updated","AML site inspection report added to references.",
988,"SA0055","SA0055","Regal Mine","2001-10-18 00:00:00","references updated","AML site inspection report added to references.",
989,"SA0080","SA0080","Golden Triplet Prospect","2001-10-18 00:00:00","references updated","AML site inspection report added to references.",
990,"SA0087","SA0087","McGinty Creek Adit","2001-10-18 00:00:00","references updated","AML site inspection report added to references.",
991,"SA0088","SA0088","Unnamed prospect","2001-10-18 00:00:00","references updated","AML site inspection report added to references.",
992,"SA0089","SA0089","Oscar Claim","2001-10-18 00:00:00","references updated","AML site inspection report added to references.",
993,"SA0001","SA0001","Golden Sceptre Mine","2001-10-18 00:00:00","references updated","AML site inspection report added to references.",
994,"SA0002","SA0002","Hall Mountain No. 1 Prospect","2001-10-18 00:00:00","references updated","AML site inspection report added to references.",
995,"SA0003","SA0003","Barringer Prospect","2001-10-18 00:00:00","references updated","AML site inspection report added to references.",
996,"SA0004","SA0004","Northwest Prospecting and Development","2001-10-18 00:00:00","references updated","AML site inspection report added to references.",
997,"SA0005","SA0005","Scheller Prospect","2001-10-18 00:00:00","references updated","AML site inspection report added to references.",
998,"SA0008","SA0008","Montgomery Prospect","2001-10-18 00:00:00","references updated","AML site inspection report added to references.",
999,"SA0017","SA0017","Idaho Continental Mine","2001-10-18 00:00:00","references updated","AML site inspection report added to references.",
1000,"SA0009","SA0009","Miller Brothers Mine","2001-10-18 00:00:00","references updated","AML site inspection report added to references.",
1001,"SA0014","SA0014","Copper Falls Prospect","2001-10-18 00:00:00","references updated","AML site inspection report added to references.",
1002,"SA0058","SA0058","Cynide Gold Mining Property","2001-10-18 00:00:00","references updated","AML site inspection report added to references.",
1003,"SA0091","SA0091","Boulder Gold Mining Co. Prospect","2001-10-18 00:00:00","references updated","AML site inspection report added to references.",
1004,"SA0075","SA0075","Homestake Claim","2001-10-18 00:00:00","references updated","AML site inspection report added to references.",
1005,"SA0072","SA0072","Jane Mine","2001-10-18 00:00:00","references updated","AML site inspection report added to references.",
1006,"SA0020","SA0020","Parker Mine","2001-10-18 00:00:00","references updated","AML site inspection report added to references.",
1007,"SA0054","SA0054","Klondike Prospect","2001-10-18 00:00:00","references updated","AML site inspection report added to references.",
1008,"SA0057","SA0057","Damon Group","2001-10-18 00:00:00","references updated","AML site inspection report added to references.",
1009,"SA0085","SA0085","Idamont Property (Boulder Creek Placers)","2001-10-18 00:00:00","references updated","AML site inspection report added to references.",
1010,"SA0078","SA0078","Eureka Prospect","2001-10-18 00:00:00","references updated","AML site inspection report added to references.",
1011,"SP0429","SP0429","Unnamed Prospect","2001-10-18 00:00:00","Property added","Property added from BLM site investigations.",
1012,"SA0314","SA0314","Unnamed Prospect (K9149803)","2001-10-18 00:00:00","property added","Property added from site inspection report.",
1013,"SA0267","SA0267","Talache Mine","2001-10-18 00:00:00","references updated","AML site inspection report added to references.",
1014,"SA0266","SA0266","Black Jack Mine","2001-10-18 00:00:00","references updated","AML site inspection report added to references.",
1015,"SA0264","SA0264","Stemwinder Prospect","2001-10-18 00:00:00","references updated","AML site inspection report added to references.",
1016,"SA0268","SA0268","Surprise Mine","2001-10-18 00:00:00","references updated","AML site inspection report added to references.",
1017,"SA0260","SA0260","Catherine Mine","2001-10-18 00:00:00","references updated","AML site inspection report added to references.",
1018,"SA0261","SA0261","Silver Butte Mine","2001-10-18 00:00:00","references updated","AML site inspection report added to references.",
1019,"SA0259","SA0259","Hope and Faith Mine","2001-10-18 00:00:00","references updated","AML site inspection report added to references.",
1020,"SA0262","SA0262","Iron Mask Mine","2001-10-18 00:00:00","references updated","AML site inspection report added to references.",
1021,"SA0315","SA0315","Unnamed Prospect (K10079801)","2001-10-18 00:00:00","property added","Property added from IGS's AML site inspection report.",
1022,"SA0316","SA0316","Unnamed Prospect (K10079805)","2001-10-18 00:00:00","property added","Property added from IGS's AML site inspection report.",
1023,"SA0317","SA0317","Unnamed Prospect (K10079804)","2001-10-18 00:00:00","property added","Property added from IGS's AML site inspection report.",
1024,"SA0271","SA0271","Anderson Mine","2001-10-18 00:00:00","references updated","AML site inspection report added to references.",
1025,"SA0272","SA0272","Snowbird Mine","2001-10-18 00:00:00","references updated","AML site inspection report added to references.",
1026,"SA0273","SA0273","Better Times Mine","2001-10-18 00:00:00","references updated","AML site inspection report added to references.",
1027,"SA0269","SA0269","Bluebird Mine","2001-10-18 00:00:00","references updated","AML site inspection report added to references.",
1029,"SA0274","SA0274","Wisconsin Prospect","2001-10-18 00:00:00","references updated","AML site inspection report added to references.",
1030,"SA0234","SA0234","Sulfide Mine","2001-10-18 00:00:00","primary name changed and synonym added","""Sulfide Mine"" added as primary name and ""Sulphide Mine"" demoted to synonym.",
1031,"SA0234","SA0234","Sulfide Mine","2001-10-18 00:00:00","references updated","AML site inspection report added to references.",
1032,"SA0245","SA0245","Pay Rock Sunrise Mine","2001-10-18 00:00:00","references updated","AML site inspection report added to references.",
1033,"SA0244","SA0244","Unnamed location","2001-10-18 00:00:00","references updated","AML site inspection report added to references.",
1034,"SA0276","SA0276","Unnamed location","2001-10-18 00:00:00","references updated","AML site inspection report added to references.",
1035,"SA0277","SA0277","Maiden Rock","2001-10-18 00:00:00","references updated","AML site inspection report added to references.",
1036,"SA0278","SA0278","American Eagle Prospect","2001-10-18 00:00:00","references updated","AML site inspection report added to references.",
1037,"SA0279","SA0279","M B Prospect","2001-10-18 00:00:00","references updated","AML site inspection report added to references.",
1038,"SA0286","SA0286","Green Monarch Prospect","2001-10-18 00:00:00","references updated","AML site inspection report added to references.",
1039,"SA0307","SA0307","Unnamed location","2001-10-18 00:00:00","references updated","AML site inspection report added to references.",
1040,"SA0194","SA0194","Auxer Mine","2001-10-18 00:00:00","references updated","AML site inspection report added to references.",
1041,"SA0299","SA0299","Falls Creek Prospect","2001-10-18 00:00:00","references updated","AML site inspection report added to references.",
1042,"SA0297","SA0297","Valid Mine","2001-10-18 00:00:00","references updated","AML site inspection report added to references.",
1043,"SA0298","SA0298","Unnamed location","2001-10-18 00:00:00","references updated","AML site inspection report added to references.",
1044,"SA0293","SA0293","Phil Sheriden","2001-10-18 00:00:00","references updated","AML site inspection report added to references.",
1045,"SA0223","SA0223","Lawrence Mine","2001-10-22 00:00:00","references updated","AML site inspection report added to references.",
1046,"SA0224","SA0224","Little Senator Prospect","2001-10-22 00:00:00","references updated","AML site inspection report added to references.",
1047,"SA0318","SA0318","Unnamed Prospect (R8199801)","2001-10-22 00:00:00","property added","Property added from IGS's AML site inspection report.",
1048,"SA0319","SA0319","Unnamed Prospect (R8199804)","2001-10-22 00:00:00","property added","Property added from IGS's AML site inspection report.",
1049,"SA0320","SA0320","Unnamed Prospect (E9079901)","2001-10-22 00:00:00","property added","Property added from IGS's AML site inspection report.",
1050,"SA0172","SA0172","Plume Creek Prospect","2001-10-22 00:00:00","references updated","AML site inspection report added to references.",
1051,"SA0211","SA0211","Homestake Prospect","2001-10-22 00:00:00","references updated","AML site inspection report added to references.",
1052,"SA0203","SA0203","Regal Group","2001-10-22 00:00:00","references updated","AML site inspection report added to references.",
